scheduled_departure_date_local,company_id,flight_number,Difficulty_Score,Daily_Difficulty_Rank,Difficulty_Category
2025-08-01,UA,416,0.793380724198558,40.0,Difficult
2025-08-01,YX,3440,0.7906426272814426,41.0,Difficult
2025-08-01,UA,907,0.7873310938723429,42.0,Difficult
2025-08-01,OO,5380,0.7831118547183391,43.0,Difficult
2025-08-01,OO,5852,0.7813691955134474,44.0,Difficult
2025-08-01,UA,1044,0.7796881273394443,45.0,Difficult
2025-08-01,UA,219,0.763274053677459,46.0,Difficult
2025-08-01,OO,5505,0.7611474559781605,47.0,Difficult
2025-08-01,UA,1387,0.7605329875351774,48.0,Difficult
2025-08-01,UA,2254,0.7370276609004862,49.0,Difficult
2025-08-01,UA,2038,0.7101412241562461,50.0,Difficult
2025-08-01,UA,2333,0.7039641199746028,51.0,Difficult
2025-08-01,UA,1872,0.6872319855860761,52.0,Difficult
2025-08-01,OO,5603,0.6846260019091703,53.0,Difficult
2025-08-01,UA,2302,0.6773606582294704,54.0,Difficult
2025-08-01,UA,1363,0.6729410293502237,55.0,Difficult
2025-08-01,UA,944,0.6622584238639103,56.0,Difficult
2025-08-01,UA,2465,0.6526235090003801,57.0,Difficult
2025-08-01,UA,1068,0.6376785779628467,58.0,Difficult
2025-08-01,UA,987,0.628734709911718,59.0,Difficult
2025-08-01,UA,1657,0.626385199660975,60.0,Difficult
2025-08-01,UA,2385,0.6259012484675984,61.0,Difficult
2025-08-01,UA,2008,0.6190558255008806,62.0,Difficult
2025-08-01,UA,2200,0.6007923506422931,63.0,Difficult
2025-08-01,UA,1347,0.5907631499200305,64.0,Difficult
2025-08-01,UA,1273,0.5855756869663326,65.0,Difficult
2025-08-01,UA,1801,0.582668204526068,66.0,Difficult
2025-08-01,UA,2361,0.5750195849258001,67.0,Difficult
2025-08-01,UA,1100,0.5652741039103047,68.0,Difficult
2025-08-01,UA,2657,0.5647102872113842,69.0,Difficult
2025-08-01,UA,695,0.5622530676095501,70.0,Difficult
2025-08-01,OO,5314,0.5267944203072658,71.0,Difficult
2025-08-01,UA,1660,0.5206918821366918,72.0,Difficult
2025-08-01,UA,1830,0.5109595757463701,73.0,Difficult
2025-08-01,UA,2201,0.5054772301290029,74.0,Difficult
2025-08-01,UA,2243,0.501688994117602,75.0,Difficult
2025-08-01,UA,378,0.49981735108427294,76.0,Difficult
2025-08-01,UA,576,0.4748541203082576,77.0,Difficult
2025-08-01,OO,5138,0.47475736590742,78.0,Difficult
2025-08-01,UA,769,0.4709484082065857,79.0,Difficult
2025-08-01,UA,2424,0.456031750389185,80.0,Difficult
2025-08-01,UA,2067,0.44547178701463436,81.0,Difficult
2025-08-01,UA,1398,0.4394332525871989,82.0,Difficult
2025-08-01,UA,2154,0.4392406627295606,83.0,Difficult
2025-08-01,UA,622,0.43910687798630504,84.0,Difficult
2025-08-01,UA,1634,0.43229930990603527,85.0,Difficult
2025-08-01,UA,2099,0.4322144058627854,86.0,Difficult
2025-08-01,UA,1215,0.42968869483689054,87.0,Difficult
2025-08-01,YX,3641,0.4286512207474055,88.0,Difficult
2025-08-01,UA,2378,0.42601683343472846,89.0,Difficult
2025-08-01,UA,2337,0.4254153404731334,90.0,Difficult
2025-08-01,UA,556,0.42040645270246063,91.0,Difficult
2025-08-01,OO,5532,0.41569729829658314,92.0,Difficult
2025-08-01,UA,288,0.4152549486910888,93.0,Difficult
2025-08-01,UA,1492,0.4132105897181572,94.0,Difficult
2025-08-01,UA,1658,0.4059930762014239,95.0,Difficult
2025-08-01,UA,2497,0.4052249465962108,96.0,Difficult
2025-08-01,OO,5577,0.3999880676266995,97.0,Difficult
2025-08-01,UA,1823,0.3969444503225625,98.0,Difficult
2025-08-01,G7,4188,0.3964727599080629,99.0,Difficult
2025-08-01,UA,2323,0.39267754213284234,100.0,Difficult
2025-08-01,YX,3716,0.37356019402808577,101.0,Difficult
2025-08-01,UA,2329,0.3697906597990934,102.0,Difficult
2025-08-01,UA,2658,0.36811622193097215,103.0,Difficult
2025-08-01,UA,1306,0.36671774383407324,104.0,Difficult
2025-08-01,UA,490,0.3636839798143525,105.0,Difficult
2025-08-01,UA,1983,0.35303637340425925,106.0,Difficult
2025-08-01,UA,1594,0.349432169809283,107.0,Difficult
2025-08-01,UA,2488,0.34878576151302054,108.0,Difficult
2025-08-01,OO,5859,0.346261188825969,109.0,Difficult
2025-08-01,G7,4597,0.3375595954962112,110.0,Difficult
2025-08-01,UA,1584,0.33541842299402447,111.0,Difficult
2025-08-01,UA,2653,0.33275650237124293,112.0,Difficult
2025-08-01,UA,1612,0.32842824085462324,113.0,Difficult
2025-08-01,UA,1842,0.32639902027597817,114.0,Difficult
2025-08-01,UA,1989,0.32164868316588746,115.0,Difficult
2025-08-01,OO,5122,0.31630819692987455,116.0,Difficult
2025-08-01,UA,1775,0.31333696963654767,117.0,Difficult
2025-08-01,OO,5292,0.31243112972214465,118.0,Difficult
2025-08-01,UA,763,0.3117241481906931,119.0,Difficult
2025-08-01,YX,3603,0.30560486281350907,120.0,Difficult
2025-08-01,UA,1361,0.29903166825650557,121.0,Difficult
2025-08-01,YX,3421,0.29874358130216383,122.0,Difficult
2025-08-01,UA,1785,0.2939538128297166,123.0,Difficult
2025-08-01,G7,4584,0.2868635389402836,124.0,Difficult
2025-08-01,UA,2278,0.2858975207402121,125.0,Difficult
2025-08-01,UA,399,0.28549447316684123,126.0,Difficult
2025-08-01,G7,4380,0.28184350834454686,127.0,Difficult
2025-08-01,UA,660,0.28115164120710673,128.0,Difficult
2025-08-01,UA,1314,0.2768684232042178,129.0,Difficult
2025-08-01,UA,1848,0.2648415942477027,130.0,Difficult
2025-08-01,UA,2226,0.2607795071770713,131.0,Difficult
2025-08-01,OO,5140,0.2588104324338268,132.0,Difficult
2025-08-01,UA,1905,0.2586636736984315,133.0,Difficult
2025-08-01,UA,2195,0.25780043200209324,134.0,Difficult
2025-08-01,UA,1742,0.25113043298060234,135.0,Difficult
2025-08-01,UA,286,0.24697947572889842,136.0,Difficult
2025-08-01,UA,359,0.2454249985252267,137.0,Difficult
2025-08-01,UA,1502,0.24226232264561523,138.0,Difficult
2025-08-01,UA,2394,0.23939523387795622,139.0,Difficult
2025-08-01,OO,5136,0.2333153215788506,140.0,Difficult
2025-08-01,UA,1198,0.233274302644732,141.0,Difficult
2025-08-01,UA,307,0.23222451377295564,142.0,Medium
2025-08-01,UA,1224,0.22821684081084492,143.0,Medium
2025-08-01,OO,5726,0.2279237583106155,144.0,Medium
2025-08-01,UA,2649,0.2266844650918684,145.0,Medium
2025-08-01,UA,1832,0.21965945844486898,146.0,Medium
2025-08-01,UA,2417,0.21949744917707584,147.0,Medium
2025-08-01,UA,2426,0.21802646695754654,148.0,Medium
2025-08-01,YX,3433,0.21691148376662522,149.0,Medium
2025-08-01,UA,1996,0.21652081985037464,150.0,Medium
2025-08-01,UA,2652,0.21645965748524515,151.0,Medium
2025-08-01,UA,1803,0.21571269604515436,152.0,Medium
2025-08-01,UA,563,0.21449980706006017,153.0,Medium
2025-08-01,UA,1335,0.20709595083037505,154.0,Medium
2025-08-01,UA,1182,0.20709356598504533,155.0,Medium
2025-08-01,UA,929,0.20149400823712904,156.0,Medium
2025-08-01,UA,2430,0.2000998868820677,157.0,Medium
2025-08-01,UA,1358,0.20008420306949384,158.0,Medium
2025-08-01,UA,609,0.1968045162324603,159.0,Medium
2025-08-01,UA,1580,0.19550532306170412,160.0,Medium
2025-08-01,G7,4425,0.19233477250721698,161.0,Medium
2025-08-01,OO,5607,0.1920027371930199,162.0,Medium
2025-08-01,YX,3707,0.18858822164215286,163.0,Medium
2025-08-01,UA,1980,0.18377219635650222,164.0,Medium
2025-08-01,UA,580,0.1771431243778546,165.0,Medium
2025-08-01,UA,1168,0.170790452116244,166.0,Medium
2025-08-01,OO,5103,0.1697099399263033,167.0,Medium
2025-08-01,UA,467,0.1611891177672102,168.0,Medium
2025-08-01,YX,3604,0.15618694652556914,169.0,Medium
2025-08-01,UA,2155,0.15578780771139872,170.0,Medium
2025-08-01,UA,1270,0.15485200501594343,171.0,Medium
2025-08-01,UA,938,0.1531042872883205,172.0,Medium
2025-08-01,UA,1377,0.14805443985098596,173.0,Medium
2025-08-01,UA,445,0.14717777036891622,174.0,Medium
2025-08-01,UA,2290,0.14702932640823244,175.0,Medium
2025-08-01,G7,4474,0.14686610052132354,176.0,Medium
2025-08-01,UA,310,0.13675328100848547,177.0,Medium
2025-08-01,YX,3464,0.13639976637185489,178.0,Medium
2025-08-01,UA,2865,0.1354506254971305,179.0,Medium
2025-08-01,UA,2137,0.13529300163214286,180.0,Medium
2025-08-01,UA,1710,0.1116542535808806,181.0,Medium
2025-08-01,UA,1577,0.1108633388908609,182.0,Medium
2025-08-01,UA,1761,0.10941518386887952,183.0,Medium
2025-08-01,UA,1178,0.10732356780129715,184.0,Medium
2025-08-01,UA,1531,0.09917863571511054,185.0,Medium
2025-08-01,UA,912,0.09380498689183225,186.0,Medium
2025-08-01,UA,1946,0.09005255046501223,187.0,Medium
2025-08-01,UA,2090,0.08777665404582347,188.0,Medium
2025-08-01,OO,5795,0.07844701945452881,189.0,Medium
2025-08-01,UA,2100,0.0746027380177572,190.0,Medium
2025-08-01,UA,2672,0.07006188241825372,191.0,Medium
2025-08-01,UA,2494,0.06747242229073881,192.0,Medium
2025-08-01,UA,1779,0.06541092020858315,193.0,Medium
2025-08-01,UA,503,0.06358839911513367,194.0,Medium
2025-08-01,OO,5027,0.05993903852615551,195.0,Medium
2025-08-01,OO,5652,0.05054192227330448,196.0,Medium
2025-08-01,UA,265,0.04863626052666054,197.0,Medium
2025-08-01,YX,3568,0.04813181873445102,198.0,Medium
2025-08-01,UA,224,0.043390866994324914,199.0,Medium
2025-08-01,UA,481,0.04259427226044579,200.0,Medium
2025-08-01,UA,2172,0.042501937429389965,201.0,Medium
2025-08-01,UA,2148,0.04104916300718332,202.0,Medium
2025-08-01,YX,3696,0.040486284318117835,203.0,Medium
2025-08-01,UA,2011,0.0400792379161006,204.0,Medium
2025-08-01,G7,4389,0.039822307622307096,205.0,Medium
2025-08-01,UA,2455,0.037830666742207766,206.0,Medium
2025-08-01,UA,1834,0.03643132846915044,207.0,Medium
2025-08-01,UA,1878,0.029746521118475273,208.0,Medium
2025-08-01,UA,1967,0.024104697145923105,209.0,Medium
2025-08-01,OO,5624,0.021993598984427085,210.0,Medium
2025-08-01,YX,3614,0.020032101394183918,211.0,Medium
2025-08-01,UA,1301,0.018192873802488557,212.0,Medium
2025-08-01,OO,4748,0.01692527555455698,213.0,Medium
2025-08-01,G7,4491,0.012934889061893884,214.0,Medium
2025-08-01,UA,2104,0.011598770157046752,215.0,Medium
2025-08-01,UA,422,0.004781753594643636,216.0,Medium
2025-08-01,YX,3663,0.004487238631627189,217.0,Medium
2025-08-01,OO,5274,0.0039340639409045355,218.0,Medium
2025-08-01,YX,3536,0.002497111428273198,219.0,Medium
2025-08-01,UA,1923,-0.001246767656312514,220.0,Medium
2025-08-01,OO,5125,-0.0013221786877476507,221.0,Medium
2025-08-01,OO,5251,-0.005407357151314726,222.0,Medium
2025-08-01,UA,1495,-0.008310706218539961,223.0,Medium
2025-08-01,UA,592,-0.023472166362229385,224.0,Medium
2025-08-01,UA,2691,-0.023699729807041475,225.0,Medium
2025-08-01,UA,2440,-0.025113217192787248,226.0,Medium
2025-08-01,UA,349,-0.025249460924920007,227.0,Medium
2025-08-01,UA,1677,-0.02611642460152407,228.0,Medium
2025-08-01,UA,2481,-0.026273036392548393,229.0,Medium
2025-08-01,YX,3601,-0.02722399650936252,230.0,Medium
2025-08-01,G7,4452,-0.03233380714342586,231.0,Medium
2025-08-01,G7,4599,-0.034610749592824466,232.0,Medium
2025-08-01,OO,5521,-0.03596632758714932,233.0,Medium
2025-08-01,UA,2179,-0.03684730092194845,234.0,Medium
2025-08-01,OO,5819,-0.03871656963512418,235.0,Medium
2025-08-01,UA,1815,-0.044119588334830144,236.0,Medium
2025-08-01,G7,4542,-0.04700557363812944,237.0,Medium
2025-08-01,UA,3,-0.04986999293940596,238.0,Medium
2025-08-01,UA,602,-0.050721588600993586,239.0,Medium
2025-08-01,UA,777,-0.05102939664139482,240.0,Medium
2025-08-01,UA,2280,-0.05276581707241432,241.0,Medium
2025-08-01,OO,5790,-0.052775099745670004,242.0,Medium
2025-08-01,OO,5601,-0.053629435502901626,243.0,Medium
2025-08-01,UA,2040,-0.060074969806045805,244.0,Medium
2025-08-01,OO,5748,-0.061622677554390035,245.0,Medium
2025-08-01,UA,2225,-0.06390946308481026,246.0,Medium
2025-08-01,OO,5414,-0.06418830458786699,247.0,Medium
2025-08-01,UA,1269,-0.06603490552469846,248.0,Medium
2025-08-01,UA,729,-0.06820124787071206,249.0,Medium
2025-08-01,OO,5448,-0.07233798179744012,250.0,Medium
2025-08-01,OO,4778,-0.07397178985261865,251.0,Medium
2025-08-01,G7,4518,-0.07442870296508446,252.0,Medium
2025-08-01,UA,1113,-0.07548450232966686,253.0,Medium
2025-08-01,UA,1538,-0.08417818301298488,254.0,Medium
2025-08-01,G7,4530,-0.08459323434161121,255.0,Medium
2025-08-01,UA,1403,-0.0853244380736706,256.0,Medium
2025-08-01,UA,2251,-0.08626409161545663,257.0,Medium
2025-08-01,UA,1659,-0.08942316295070551,258.0,Medium
2025-08-01,UA,2106,-0.09162300834311872,259.0,Medium
2025-08-01,UA,2665,-0.09251808548501551,260.0,Medium
2025-08-01,OO,5395,-0.09495497960830737,261.0,Medium
2025-08-01,UA,1413,-0.09518638572144801,262.0,Medium
2025-08-01,OO,5833,-0.09580240763339319,263.0,Medium
2025-08-01,UA,2182,-0.09607914133026015,264.0,Medium
2025-08-01,OO,5272,-0.09914739916730832,265.0,Medium
2025-08-01,UA,380,-0.10014775748739876,266.0,Medium
2025-08-01,OO,5555,-0.10046083431105342,267.0,Medium
2025-08-01,UA,721,-0.10068057868104803,268.0,Medium
2025-08-01,UA,2414,-0.10209980599735183,269.0,Medium
2025-08-01,UA,2347,-0.1074995369803469,270.0,Medium
2025-08-01,UA,1304,-0.10760665859567446,271.0,Medium
2025-08-01,UA,2609,-0.10796651443491743,272.0,Medium
2025-08-01,UA,1491,-0.10950708559051775,273.0,Medium
2025-08-01,OO,5593,-0.11090246872050367,274.0,Medium
2025-08-01,OO,4792,-0.11245957095307772,275.0,Medium
2025-08-01,UA,2211,-0.11426920087435959,276.0,Medium
2025-08-01,OO,5841,-0.11812937954422026,277.0,Medium
2025-08-01,UA,1708,-0.12263823343867652,278.0,Medium
2025-08-01,UA,1041,-0.12417497172187257,279.0,Medium
2025-08-01,UA,2147,-0.1283918254484486,280.0,Medium
2025-08-01,UA,1778,-0.12938900196889733,281.0,Medium
2025-08-01,UA,2092,-0.1294783855145823,282.0,Medium
2025-08-01,OO,5309,-0.134722208085872,283.0,Medium
2025-08-01,UA,356,-0.1373671632765475,284.0,Medium
2025-08-01,UA,752,-0.13771114663936695,285.0,Medium
2025-08-01,OO,5229,-0.1394235093230823,286.0,Medium
2025-08-01,YX,3525,-0.14132788238117322,287.0,Medium
2025-08-01,UA,1564,-0.1424386086688255,288.0,Medium
2025-08-01,OO,5358,-0.1429150669746923,289.0,Medium
2025-08-01,UA,275,-0.1459984696469625,290.0,Medium
2025-08-01,YX,3451,-0.14732442622842593,291.0,Medium
2025-08-01,G7,4185,-0.1483157989904389,292.0,Medium
2025-08-01,OO,5915,-0.14954855111587262,293.0,Medium
2025-08-01,UA,1617,-0.14966876769591564,294.0,Medium
2025-08-01,UA,1909,-0.1496756200250877,295.0,Medium
2025-08-01,OO,5437,-0.15098087740902247,296.0,Medium
2025-08-01,UA,561,-0.15233131351312693,297.0,Medium
2025-08-01,UA,1146,-0.15319586121261067,298.0,Medium
2025-08-01,YX,3635,-0.15470322225744662,299.0,Medium
2025-08-01,UA,2207,-0.15608284226719543,300.0,Medium
2025-08-01,G7,4461,-0.16520176366532469,301.0,Medium
2025-08-01,UA,1077,-0.1682650735365366,302.0,Medium
2025-08-01,OO,5499,-0.17082868095038267,303.0,Medium
2025-08-01,G7,4501,-0.17414249082079825,304.0,Medium
2025-08-01,UA,1381,-0.17651210458457245,305.0,Medium
2025-08-01,UA,1030,-0.17747533729937454,306.0,Medium
2025-08-01,YX,3571,-0.18232412451760524,307.0,Medium
2025-08-01,UA,2483,-0.19911297607766154,308.0,Medium
2025-08-01,UA,1239,-0.19947535900976165,309.0,Medium
2025-08-01,YX,3690,-0.20263758227079126,310.0,Medium
2025-08-01,UA,2059,-0.20476369808037947,311.0,Medium
2025-08-01,YX,3551,-0.20856437694236618,312.0,Medium
2025-08-01,UA,1205,-0.21064861953481967,313.0,Medium
2025-08-01,UA,764,-0.21237675073875167,314.0,Medium
2025-08-01,OO,4645,-0.21813472393248926,315.0,Medium
2025-08-01,UA,600,-0.21879663699426521,316.0,Medium
2025-08-01,YX,3628,-0.21942215886991615,317.0,Medium
2025-08-01,UA,2370,-0.21952623613308228,318.0,Medium
2025-08-01,UA,2144,-0.22052611494009963,319.0,Medium
2025-08-01,G7,4406,-0.2209283568858651,320.0,Medium
2025-08-01,YX,3638,-0.22212340441341621,321.0,Medium
2025-08-01,UA,293,-0.22342442301197435,322.0,Medium
2025-08-01,OO,5534,-0.2253628257145161,323.0,Medium
2025-08-01,OO,5131,-0.2261923259198419,324.0,Medium
2025-08-01,UA,1851,-0.22702519532614351,325.0,Medium
2025-08-01,UA,2202,-0.22874751552015976,326.0,Medium
2025-08-01,OO,4789,-0.2290183211210802,327.0,Medium
2025-08-01,UA,343,-0.233514515145722,328.0,Medium
2025-08-01,G7,4571,-0.2344402877439618,329.0,Medium
2025-08-01,OO,5699,-0.23686781613347963,330.0,Medium
2025-08-01,OO,5352,-0.2371747814057732,331.0,Medium
2025-08-01,OO,5021,-0.237896646026129,332.0,Medium
2025-08-01,OO,4638,-0.23876645920406986,333.0,Medium
2025-08-01,UA,2075,-0.23914164401152577,334.0,Medium
2025-08-01,OO,5446,-0.23994643181435746,335.0,Medium
2025-08-01,OO,5470,-0.23996136463539464,336.0,Medium
2025-08-01,UA,739,-0.24043304298791635,337.0,Medium
2025-08-01,UA,1583,-0.24206857116660124,338.0,Medium
2025-08-01,OO,5668,-0.24270791046744494,339.0,Medium
2025-08-01,UA,2138,-0.24319768288276455,340.0,Medium
2025-08-01,UA,2616,-0.24541773968565744,341.0,Medium
2025-08-01,UA,1756,-0.24842932444117424,342.0,Medium
2025-08-01,UA,1291,-0.2496734999621642,343.0,Medium
2025-08-01,YX,3610,-0.24992668214438116,344.0,Medium
2025-08-01,UA,1616,-0.25150267812631233,345.0,Medium
2025-08-01,UA,1857,-0.2526268567435969,346.0,Medium
2025-08-01,UA,1328,-0.2558349243580315,347.0,Medium
2025-08-01,UA,1776,-0.2576680813058553,348.0,Medium
2025-08-01,G7,4445,-0.2608548841048396,349.0,Medium
2025-08-01,UA,1793,-0.26190825717654753,350.0,Medium
2025-08-01,UA,2177,-0.2624052509402352,351.0,Medium
2025-08-01,OO,5948,-0.2646012721099518,352.0,Medium
2025-08-01,UA,1010,-0.2647899004538901,353.0,Medium
2025-08-01,OO,4636,-0.26615892594261564,354.0,Medium
2025-08-01,UA,1209,-0.2668321223973014,355.0,Medium
2025-08-01,UA,291,-0.2675125508654423,356.0,Medium
2025-08-01,UA,2487,-0.27156661599611354,357.0,Medium
2025-08-01,UA,767,-0.27196962436923566,358.0,Medium
2025-08-01,G7,4585,-0.27390727365892975,359.0,Medium
2025-08-01,UA,786,-0.27447460051040273,360.0,Medium
2025-08-01,OO,4780,-0.276034502010139,361.0,Medium
2025-08-01,G7,4463,-0.27978431916669094,362.0,Medium
2025-08-01,OO,4712,-0.28076418371384865,363.0,Medium
2025-08-01,UA,2635,-0.2840244609173259,364.0,Medium
2025-08-01,OO,5444,-0.2874759950820752,365.0,Medium
2025-08-01,OO,5447,-0.28775096349405344,366.0,Medium
2025-08-01,YX,3402,-0.2898804769913014,367.0,Medium
2025-08-01,UA,1252,-0.2923618024394276,368.0,Medium
2025-08-01,OO,5108,-0.29342404440540454,369.0,Medium
2025-08-01,OO,5320,-0.29539109218377063,370.0,Medium
2025-08-01,UA,2418,-0.2984339430063734,371.0,Medium
2025-08-01,UA,2618,-0.3035789400678234,372.0,Medium
2025-08-01,UA,1139,-0.30444151169573336,373.0,Medium
2025-08-01,UA,617,-0.3053804359259262,374.0,Medium
2025-08-01,UA,1097,-0.3057469913905414,375.0,Medium
2025-08-01,UA,2635,-0.3083705444557437,376.0,Medium
2025-08-01,OO,5398,-0.30855483033143505,377.0,Medium
2025-08-01,OO,5289,-0.30904330284454445,378.0,Medium
2025-08-01,UA,2629,-0.313868088800207,379.0,Medium
2025-08-01,UA,664,-0.31589328326142746,380.0,Medium
2025-08-01,UA,2635,-0.31862745117377045,381.0,Medium
2025-08-01,UA,1859,-0.31875147887228233,382.0,Medium
2025-08-01,OO,5847,-0.31947017738703065,383.0,Medium
2025-08-01,UA,1920,-0.32692229198205947,384.0,Medium
2025-08-01,UA,2232,-0.329572085173698,385.0,Medium
2025-08-01,UA,1129,-0.3301440952573187,386.0,Medium
2025-08-01,UA,1006,-0.3302143760068846,387.0,Medium
2025-08-01,YX,3465,-0.3305930806833421,388.0,Medium
2025-08-01,UA,2004,-0.33219563352761383,389.0,Medium
2025-08-01,OO,5999,-0.33334469882952455,390.0,Medium
2025-08-01,OO,5868,-0.3370588817998259,391.0,Medium
2025-08-01,OO,5435,-0.3375694772430576,392.0,Medium
2025-08-01,UA,708,-0.33810251617222775,393.0,Medium
2025-08-01,UA,2005,-0.3381603042201603,394.0,Medium
2025-08-01,UA,534,-0.3381647831688586,395.0,Medium
2025-08-01,OO,4809,-0.3386367832640911,396.0,Medium
2025-08-01,UA,2039,-0.3408442215461479,397.0,Medium
2025-08-01,OO,6002,-0.3420969368912844,398.0,Medium
2025-08-01,UA,2635,-0.3429735347121882,399.0,Medium
2025-08-01,OO,6004,-0.3477626203724029,400.0,Medium
2025-08-01,YX,3542,-0.3479063446499603,401.0,Medium
2025-08-01,OO,5392,-0.35005250007368494,402.0,Medium
2025-08-01,OO,5362,-0.35044050854350456,403.0,Medium
2025-08-01,OO,5219,-0.3508559069574609,404.0,Medium
2025-08-01,UA,2189,-0.35114997836084644,405.0,Medium
2025-08-01,OO,5901,-0.3542147300356039,406.0,Medium
2025-08-01,OO,5557,-0.35541209179231514,407.0,Medium
2025-08-01,OO,5405,-0.3555594351618478,408.0,Medium
2025-08-01,G7,4588,-0.3556996531640161,409.0,Medium
2025-08-01,UA,2661,-0.3567314693764965,410.0,Medium
2025-08-01,UA,1414,-0.36139736852553755,411.0,Medium
2025-08-01,OO,5843,-0.36766856099864353,412.0,Medium
2025-08-01,UA,2071,-0.3717953526366889,413.0,Medium
2025-08-01,YX,3422,-0.37377843661618465,414.0,Medium
2025-08-01,UA,2364,-0.37696311509230696,415.0,Medium
2025-08-01,G7,4173,-0.3773000940296577,416.0,Medium
2025-08-01,UA,2677,-0.37743297710938,417.0,Medium
2025-08-01,OO,5608,-0.3775214888150194,418.0,Medium
2025-08-01,UA,1448,-0.37786964217184227,419.0,Medium
2025-08-01,G7,4574,-0.3780564527078901,420.0,Medium
2025-08-01,OO,5810,-0.3785689346495444,421.0,Medium
2025-08-01,UA,1974,-0.3788322552582357,422.0,Easy
2025-08-01,UA,1477,-0.3789775954451996,423.0,Easy
2025-08-01,OO,5269,-0.37952863238876133,424.0,Easy
2025-08-01,OO,5337,-0.37990324505476286,425.0,Easy
2025-08-01,OO,5963,-0.3799135235485208,426.0,Easy
2025-08-01,UA,2684,-0.3808406609455985,427.0,Easy
2025-08-01,G7,4416,-0.3808695833601464,428.0,Easy
2025-08-01,G7,4613,-0.3823070594829077,429.0,Easy
2025-08-01,YX,3409,-0.3835673322728801,430.0,Easy
2025-08-01,UA,482,-0.3873436506207893,431.0,Easy
2025-08-01,OO,5100,-0.3898639847889526,432.0,Easy
2025-08-01,YX,3685,-0.39029139508750305,433.0,Easy
2025-08-01,OO,5712,-0.39033306629317965,434.0,Easy
2025-08-01,YX,3654,-0.39246175526161686,435.0,Easy
2025-08-01,UA,2683,-0.3938964085095902,436.0,Easy
2025-08-01,OO,5262,-0.3989421500089635,437.0,Easy
2025-08-01,UA,2427,-0.4001527206175054,438.0,Easy
2025-08-01,OO,5135,-0.40026352823773026,439.0,Easy
2025-08-01,UA,1082,-0.4031442035217224,440.0,Easy
2025-08-01,OO,5610,-0.4037652485716814,441.0,Easy
2025-08-01,UA,2369,-0.4043922003153177,442.0,Easy
2025-08-01,OO,5375,-0.40546170433824413,443.0,Easy
2025-08-01,YX,3498,-0.40619109561728156,444.0,Easy
2025-08-01,OO,5821,-0.40826669322344833,445.0,Easy
2025-08-01,YX,3520,-0.40842063789446825,446.0,Easy
2025-08-01,G7,4611,-0.4119100528425416,447.0,Easy
2025-08-01,OO,5836,-0.41346414060496894,448.0,Easy
2025-08-01,OO,5474,-0.4159891172486517,449.0,Easy
2025-08-01,G7,4558,-0.41819132373438067,450.0,Easy
2025-08-01,G7,4482,-0.4187808252383269,451.0,Easy
2025-08-01,G7,4568,-0.4203765158612515,452.0,Easy
2025-08-01,G7,4476,-0.4205079565705473,453.0,Easy
2025-08-01,UA,1741,-0.4229271526938096,454.0,Easy
